Code,_StartTime,_EndTime,StartTime,EndTime,Type,Change
LA19,Sep 2006,Dec 2018,-,"£106,975",Semi,-
LA2,Sep 2006,Dec 2018,"£169,950","£160,000",Flat,-6%
LA2,Sep 2006,Dec 2018,"£329,950","£374,950",Detached,+14%
LA2,Sep 2006,Dec 2018,"£256,250","£265,000",All,+3%
LA2,Sep 2006,Dec 2018,"£177,475","£145,000",Terraced,-18%
LA2,Sep 2006,Dec 2018,"£185,000","£189,950",Semi,+3%
LA20,Sep 2006,Dec 2018,"£264,975","£99,500",Flat,-62%
LA20,Sep 2006,Dec 2018,"£450,000","£565,000",Detached,+26%
LA20,Sep 2006,Dec 2018,"£315,000","£350,000",All,+11%
LA20,Sep 2006,Dec 2018,"£275,000","£220,000",Terraced,-20%
LA20,Sep 2006,Dec 2018,"£295,000","£350,000",Semi,+19%
LA21,Sep 2006,Dec 2018,-,"£214,000",Flat,-
LA21,Sep 2006,Dec 2018,"£347,475","£399,950",Detached,+15%
LA21,Sep 2006,Dec 2018,"£297,475","£365,000",All,+23%
LA21,Sep 2006,Dec 2018,"£195,500","£385,000",Terraced,+97%
LA21,Sep 2006,Dec 2018,"£265,000",-,Semi,-
LA22,Sep 2006,Dec 2018,"£195,000","£285,000",Flat,+46%
LA22,Sep 2006,Dec 2018,"£435,000","£647,500",Detached,+49%
LA22,Sep 2006,Dec 2018,"£390,000","£435,000",All,+12%
LA22,Sep 2006,Dec 2018,"£277,250","£322,500",Terraced,+16%
LA22,Sep 2006,Dec 2018,"£342,475","£295,000",Semi,-14%
LA3,Sep 2006,Dec 2018,"£98,000","£81,250",Flat,-17%
LA3,Sep 2006,Dec 2018,"£186,950","£227,475",Detached,+22%
LA3,Sep 2006,Dec 2018,"£149,950","£127,000",All,-15%
LA3,Sep 2006,Dec 2018,"£114,000","£115,000",Terraced,+1%
LA3,Sep 2006,Dec 2018,"£139,950","£147,550",Semi,+5%
LA23,Sep 2006,Dec 2018,"£160,000","£222,500",Flat,+39%
LA23,Sep 2006,Dec 2018,"£479,000","£625,000",Detached,+30%
LA23,Sep 2006,Dec 2018,"£263,750","£279,995",All,+6%
LA23,Sep 2006,Dec 2018,"£235,000","£290,000",Terraced,+23%
LA23,Sep 2006,Dec 2018,"£280,000","£385,000",Semi,+38%
LA5,Sep 2006,Dec 2018,"£230,000","£195,000",Flat,-15%
LA5,Sep 2006,Dec 2018,"£269,950","£325,000",Detached,+20%
LA5,Sep 2006,Dec 2018,"£229,250","£237,500",All,+4%
LA5,Sep 2006,Dec 2018,"£155,000","£129,975",Terraced,-16%
LA5,Sep 2006,Dec 2018,"£225,000","£200,000",Semi,-11%
LA4,Sep 2006,Dec 2018,"£115,000","£87,000",Flat,-24%
LA4,Sep 2006,Dec 2018,"£179,950","£235,000",Detached,+31%
LA4,Sep 2006,Dec 2018,"£138,000","£134,950",All,-2%
LA4,Sep 2006,Dec 2018,"£119,950","£117,450",Terraced,-2%
LA4,Sep 2006,Dec 2018,"£149,950","£164,950",Semi,+10%
LA6,Sep 2006,Dec 2018,"£133,975","£200,000",Flat,+49%
LA6,Sep 2006,Dec 2018,"£345,000","£375,000",Detached,+9%
LA6,Sep 2006,Dec 2018,"£264,500","£220,000",All,-17%
LA6,Sep 2006,Dec 2018,"£182,000","£170,000",Terraced,-7%
LA6,Sep 2006,Dec 2018,"£252,500","£250,000",Semi,-1%
LA7,Sep 2006,Dec 2018,"£145,000","£139,950",Flat,-3%
LA7,Sep 2006,Dec 2018,"£349,950","£420,000",Detached,+20%
LA7,Sep 2006,Dec 2018,"£267,475","£265,000",All,-1%
LA7,Sep 2006,Dec 2018,"£182,475","£262,500",Terraced,+44%
LA7,Sep 2006,Dec 2018,"£172,450","£242,500",Semi,+41%
LA8,Sep 2006,Dec 2018,"£289,950","£342,500",Flat,+18%
LA8,Sep 2006,Dec 2018,"£435,000","£499,950",Detached,+15%
LA8,Sep 2006,Dec 2018,"£329,750","£327,500",All,-1%
LA8,Sep 2006,Dec 2018,"£225,000","£240,000",Terraced,+7%
LA8,Sep 2006,Dec 2018,"£221,000","£295,000",Semi,+33%
LA9,Sep 2006,Dec 2018,"£139,950","£119,500",Flat,-15%
LA9,Sep 2006,Dec 2018,"£275,000","£384,995",Detached,+40%
LA9,Sep 2006,Dec 2018,"£183,725","£225,000",All,+22%
LA9,Sep 2006,Dec 2018,"£168,250","£193,500",Terraced,+15%
LA9,Sep 2006,Dec 2018,"£202,475","£235,000",Semi,+16%
LD1,Sep 2006,Dec 2018,"£79,000","£65,975",Flat,-16%
LD1,Sep 2006,Dec 2018,"£286,000","£245,000",Detached,-14%
LD1,Sep 2006,Dec 2018,"£185,000","£172,500",All,-7%
LD1,Sep 2006,Dec 2018,"£119,000","£121,225",Terraced,+2%
LD1,Sep 2006,Dec 2018,"£165,000","£157,000",Semi,-5%
LD2,Sep 2006,Dec 2018,"£85,000","£70,000",Flat,-18%
LD2,Sep 2006,Dec 2018,"£329,500","£300,000",Detached,-9%
LD2,Sep 2006,Dec 2018,"£189,995","£215,000",All,+13%
LD2,Sep 2006,Dec 2018,"£135,000","£145,000",Terraced,+7%
LD2,Sep 2006,Dec 2018,"£208,500","£170,000",Semi,-18%
LD3,Sep 2006,Dec 2018,"£122,500","£99,950",Flat,-18%
LD3,Sep 2006,Dec 2018,"£365,000","£350,000",Detached,-4%
LD3,Sep 2006,Dec 2018,"£242,475","£257,500",All,+6%
LD3,Sep 2006,Dec 2018,"£147,475","£160,475",Terraced,+9%
LD3,Sep 2006,Dec 2018,"£180,975","£195,000",Semi,+8%
LD4,Sep 2006,Dec 2018,-,-,Flat,-
LD4,Sep 2006,Dec 2018,-,"£237,500",Detached,-
LD4,Sep 2006,Dec 2018,"£229,750","£235,000",All,+2%
LD4,Sep 2006,Dec 2018,"£160,000",-,Terraced,-
LD4,Sep 2006,Dec 2018,-,"£194,998",Semi,-
LD5,Sep 2006,Dec 2018,-,-,Flat,-
LD5,Sep 2006,Dec 2018,"£245,000","£300,000",Detached,+22%
LD5,Sep 2006,Dec 2018,"£215,000","£274,975",All,+28%
LD5,Sep 2006,Dec 2018,"£165,000","£175,000",Terraced,+6%
LD5,Sep 2006,Dec 2018,"£149,995","£150,000",Semi,+0%
LD6,Sep 2006,Dec 2018,"£92,500",-,Flat,-
LD6,Sep 2006,Dec 2018,"£168,000","£259,998",Detached,+55%
LD6,Sep 2006,Dec 2018,"£189,000","£218,750",All,+16%
LD6,Sep 2006,Dec 2018,-,"£127,000",Terraced,-
LD6,Sep 2006,Dec 2018,-,"£140,000",Semi,-
LD7,Sep 2006,Dec 2018,-,"£147,000",Flat,-
LD7,Sep 2006,Dec 2018,"£299,950","£300,000",Detached,+0%
LD7,Sep 2006,Dec 2018,"£210,000","£247,500",All,+18%
LD7,Sep 2006,Dec 2018,"£179,950","£130,000",Terraced,-28%
LD7,Sep 2006,Dec 2018,"£154,500","£157,498",Semi,+2%
LD8,Sep 2006,Dec 2018,-,-,Flat,-
LD8,Sep 2006,Dec 2018,"£214,975","£285,000",Detached,+33%
LD8,Sep 2006,Dec 2018,"£210,000","£220,000",All,+5%
LD8,Sep 2006,Dec 2018,"£139,500","£180,000",Terraced,+29%
LD8,Sep 2006,Dec 2018,"£166,500","£200,000",Semi,+20%
LE1,Sep 2006,Dec 2018,"£154,225","£125,000",Flat,-19%
LE1,Sep 2006,Dec 2018,"£450,000",-,Detached,-
LE1,Sep 2006,Dec 2018,"£159,950","£130,000",All,-19%
LE1,Sep 2006,Dec 2018,"£242,500","£147,250",Terraced,-39%
LE1,Sep 2006,Dec 2018,-,-,Semi,-
LE10,Sep 2006,Dec 2018,"£103,950","£117,500",Flat,+13%
LE10,Sep 2006,Dec 2018,"£239,950","£340,000",Detached,+42%
LE10,Sep 2006,Dec 2018,"£189,950","£245,000",All,+29%
LE10,Sep 2006,Dec 2018,"£129,950","£165,000",Terraced,+27%
LE10,Sep 2006,Dec 2018,"£158,950","£200,000",Semi,+26%
LE12,Sep 2006,Dec 2018,"£215,000","£130,000",Flat,-40%
LE12,Sep 2006,Dec 2018,"£265,000","£344,998",Detached,+30%
LE12,Sep 2006,Dec 2018,"£194,950","£265,000",All,+36%
LE12,Sep 2006,Dec 2018,"£151,995","£178,000",Terraced,+17%
LE12,Sep 2006,Dec 2018,"£155,000","£199,995",Semi,+29%
LE13,Sep 2006,Dec 2018,"£160,000","£140,000",Flat,-13%
LE13,Sep 2006,Dec 2018,"£229,750","£309,950",Detached,+35%
LE13,Sep 2006,Dec 2018,"£162,950","£230,000",All,+41%
LE13,Sep 2006,Dec 2018,"£119,950","£159,998",Terraced,+33%
LE13,Sep 2006,Dec 2018,"£144,950","£185,000",Semi,+28%
LE11,Sep 2006,Dec 2018,"£116,725","£105,000",Flat,-10%
LE11,Sep 2006,Dec 2018,"£239,950","£280,000",Detached,+17%
LE11,Sep 2006,Dec 2018,"£167,225","£185,000",All,+11%
LE11,Sep 2006,Dec 2018,"£124,950","£160,000",Terraced,+28%
LE11,Sep 2006,Dec 2018,"£159,950","£200,000",Semi,+25%
LE14,Sep 2006,Dec 2018,"£372,500","£90,000",Flat,-76%
LE14,Sep 2006,Dec 2018,"£399,725","£450,000",Detached,+13%
LE14,Sep 2006,Dec 2018,"£348,500","£375,000",All,+8%
LE14,Sep 2006,Dec 2018,"£207,475","£142,500",Terraced,-31%
LE14,Sep 2006,Dec 2018,"£156,950","£214,950",Semi,+37%
LE16,Sep 2006,Dec 2018,"£140,000","£195,000",Flat,+39%
LE16,Sep 2006,Dec 2018,"£318,725","£459,995",Detached,+44%
LE16,Sep 2006,Dec 2018,"£250,000","£332,500",All,+33%
LE16,Sep 2006,Dec 2018,"£172,475","£239,950",Terraced,+39%
LE16,Sep 2006,Dec 2018,"£179,995","£269,950",Semi,+50%
LE17,Sep 2006,Dec 2018,"£140,000","£141,975",Flat,+1%
LE17,Sep 2006,Dec 2018,"£289,950","£425,000",Detached,+47%
LE17,Sep 2006,Dec 2018,"£242,950","£355,000",All,+46%
LE17,Sep 2006,Dec 2018,"£161,450","£234,998",Terraced,+46%
LE17,Sep 2006,Dec 2018,"£169,950","£249,975",Semi,+47%
LE18,Sep 2006,Dec 2018,"£117,500","£85,000",Flat,-28%
LE18,Sep 2006,Dec 2018,"£227,475","£320,000",Detached,+41%
LE18,Sep 2006,Dec 2018,"£150,000","£214,975",All,+43%
LE18,Sep 2006,Dec 2018,"£119,950","£147,500",Terraced,+23%
LE18,Sep 2006,Dec 2018,"£154,450","£210,000",Semi,+36%
LE19,Sep 2006,Dec 2018,"£169,950","£149,950",Flat,-12%
LE19,Sep 2006,Dec 2018,"£224,950","£317,500",Detached,+41%
LE19,Sep 2006,Dec 2018,"£179,950","£240,000",All,+33%
LE19,Sep 2006,Dec 2018,"£132,450","£152,500",Terraced,+15%
LE19,Sep 2006,Dec 2018,"£149,999","£226,475",Semi,+51%
LE2,Sep 2006,Dec 2018,"£128,475","£130,000",Flat,+1%
LE2,Sep 2006,Dec 2018,"£279,950","£380,000",Detached,+36%
LE2,Sep 2006,Dec 2018,"£189,475","£215,000",All,+13%
LE2,Sep 2006,Dec 2018,"£139,950","£187,500",Terraced,+34%
LE2,Sep 2006,Dec 2018,"£174,950","£235,000",Semi,+34%
LE3,Sep 2006,Dec 2018,"£124,950","£102,500",Flat,-18%
LE3,Sep 2006,Dec 2018,"£222,475","£292,995",Detached,+32%
LE3,Sep 2006,Dec 2018,"£154,950","£190,000",All,+23%
LE3,Sep 2006,Dec 2018,"£119,450","£150,000",Terraced,+26%
LE3,Sep 2006,Dec 2018,"£152,950","£189,950",Semi,+24%
LE4,Sep 2006,Dec 2018,"£112,950","£115,998",Flat,+3%
LE4,Sep 2006,Dec 2018,"£189,950","£269,995",Detached,+42%
LE4,Sep 2006,Dec 2018,"£144,950","£210,000",All,+45%
LE4,Sep 2006,Dec 2018,"£129,950","£180,000",Terraced,+39%
LE4,Sep 2006,Dec 2018,"£144,950","£210,000",Semi,+45%
LE15,Sep 2006,Dec 2018,"£139,000","£140,000",Flat,+1%
LE15,Sep 2006,Dec 2018,"£375,000","£400,000",Detached,+7%
LE15,Sep 2006,Dec 2018,"£249,998","£285,000",All,+14%
LE15,Sep 2006,Dec 2018,"£183,500","£198,998",Terraced,+8%
LE15,Sep 2006,Dec 2018,"£175,000","£232,500",Semi,+33%
LE55,May 2018,Jul 2018,"£69,950","£69,950",Flat,0%
LE55,May 2018,Jul 2018,-,-,Detached,-
LE55,May 2018,Jul 2018,"£69,950","£69,950",All,0%
LE55,May 2018,Jul 2018,-,-,Terraced,-
LE55,May 2018,Jul 2018,-,-,Semi,-
LE5,Sep 2006,Dec 2018,"£118,000","£100,000",Flat,-15%
LE5,Sep 2006,Dec 2018,"£249,000","£359,995",Detached,+45%
LE5,Sep 2006,Dec 2018,"£169,950","£245,000",All,+44%
LE5,Sep 2006,Dec 2018,"£129,950","£200,000",Terraced,+54%
LE5,Sep 2006,Dec 2018,"£167,975","£240,000",Semi,+43%
LE6,Sep 2006,Dec 2018,"£203,475","£110,000",Flat,-46%
LE6,Sep 2006,Dec 2018,"£225,000","£325,000",Detached,+44%
LE6,Sep 2006,Dec 2018,"£174,950","£270,000",All,+54%
LE6,Sep 2006,Dec 2018,"£137,500","£160,000",Terraced,+16%
LE6,Sep 2006,Dec 2018,"£151,450","£221,500",Semi,+46%
LE65,Sep 2006,Dec 2018,"£168,750","£139,975",Flat,-17%
LE65,Sep 2006,Dec 2018,"£289,950","£399,995",Detached,+38%
LE65,Sep 2006,Dec 2018,"£239,973","£325,000",All,+35%
LE65,Sep 2006,Dec 2018,"£197,950","£219,950",Terraced,+11%
LE65,Sep 2006,Dec 2018,"£183,500","£255,250",Semi,+39%
LE67,Sep 2006,Dec 2018,"£272,475","£79,950",Flat,-71%
LE67,Sep 2006,Dec 2018,"£224,950","£295,000",Detached,+31%
LE67,Sep 2006,Dec 2018,"£179,950","£231,250",All,+29%
LE67,Sep 2006,Dec 2018,"£114,950","£130,000",Terraced,+13%
LE67,Sep 2006,Dec 2018,"£139,950","£183,725",Semi,+31%
LE7,Sep 2006,Dec 2018,"£219,950","£110,000",Flat,-50%
LE7,Sep 2006,Dec 2018,"£279,000","£389,000",Detached,+39%
LE7,Sep 2006,Dec 2018,"£215,000","£300,000",All,+40%
LE7,Sep 2006,Dec 2018,"£162,475","£165,000",Terraced,+2%
LE7,Sep 2006,Dec 2018,"£179,950","£222,500",Semi,+24%
LE8,Sep 2006,Dec 2018,"£137,500","£115,000",Flat,-16%
LE8,Sep 2006,Dec 2018,"£249,950","£392,498",Detached,+57%
LE8,Sep 2006,Dec 2018,"£184,950","£292,475",All,+58%
LE8,Sep 2006,Dec 2018,"£151,250","£190,000",Terraced,+26%
LE8,Sep 2006,Dec 2018,"£157,225","£229,975",Semi,+46%
LE9,Sep 2006,Dec 2018,"£92,950","£88,750",Flat,-5%
LE9,Sep 2006,Dec 2018,"£229,950","£317,500",Detached,+38%
LE9,Sep 2006,Dec 2018,"£196,450","£250,000",All,+27%
LE9,Sep 2006,Dec 2018,"£129,950","£160,000",Terraced,+23%
LE9,Sep 2006,Dec 2018,"£149,950","£195,000",Semi,+30%
LL12,Sep 2006,Dec 2018,"£123,750","£162,475",Flat,+31%
LL12,Sep 2006,Dec 2018,"£244,950","£275,000",Detached,+12%
LL12,Sep 2006,Dec 2018,"£195,500","£210,000",All,+7%
LL12,Sep 2006,Dec 2018,"£142,500","£128,475",Terraced,-10%
LL12,Sep 2006,Dec 2018,"£162,500","£169,950",Semi,+5%
LL11,Sep 2006,Dec 2018,"£128,950","£95,000",Flat,-26%
LL11,Sep 2006,Dec 2018,"£229,950","£239,950",Detached,+4%
LL11,Sep 2006,Dec 2018,"£160,000","£160,000",All,0%
LL11,Sep 2006,Dec 2018,"£128,725","£110,000",Terraced,-15%
LL11,Sep 2006,Dec 2018,"£138,225","£144,975",Semi,+5%
LL14,Sep 2006,Dec 2018,"£155,000","£87,465",Flat,-44%
LL14,Sep 2006,Dec 2018,"£195,000","£200,000",Detached,+3%
LL14,Sep 2006,Dec 2018,"£144,950","£142,000",All,-2%
LL14,Sep 2006,Dec 2018,"£112,250","£105,000",Terraced,-6%
LL14,Sep 2006,Dec 2018,"£129,950","£130,000",Semi,+0%
LL13,Sep 2006,Dec 2018,"£144,950","£97,950",Flat,-32%
LL13,Sep 2006,Dec 2018,"£247,450","£289,950",Detached,+17%
LL13,Sep 2006,Dec 2018,"£189,950","£150,000",All,-21%
LL13,Sep 2006,Dec 2018,"£126,250","£113,475",Terraced,-10%
LL13,Sep 2006,Dec 2018,"£154,950","£129,975",Semi,-16%
LL15,Sep 2006,Dec 2018,"£125,000","£82,500",Flat,-34%
LL15,Sep 2006,Dec 2018,"£265,000","£425,000",Detached,+60%
LL15,Sep 2006,Dec 2018,"£260,000","£235,000",All,-10%
LL15,Sep 2006,Dec 2018,"£154,975","£115,000",Terraced,-26%
LL15,Sep 2006,Dec 2018,"£255,000","£180,000",Semi,-29%
LL16,Sep 2006,Dec 2018,"£79,950",-,Flat,-
LL16,Sep 2006,Dec 2018,"£245,000","£345,000",Detached,+41%
LL16,Sep 2006,Dec 2018,"£175,000","£265,000",All,+51%
LL16,Sep 2006,Dec 2018,"£129,950","£117,500",Terraced,-10%
LL16,Sep 2006,Dec 2018,"£145,000","£156,000",Semi,+8%
LL17,Sep 2006,Dec 2018,-,"£184,950",Flat,-
LL17,Sep 2006,Dec 2018,"£259,950","£317,475",Detached,+22%
LL17,Sep 2006,Dec 2018,"£198,000","£249,950",All,+26%
LL17,Sep 2006,Dec 2018,"£124,950","£135,000",Terraced,+8%
LL17,Sep 2006,Dec 2018,"£177,500","£169,000",Semi,-5%
LL18,Sep 2006,Dec 2018,"£89,475","£109,950",Flat,+23%
LL18,Sep 2006,Dec 2018,"£175,000","£173,000",Detached,-1%
LL18,Sep 2006,Dec 2018,"£147,950","£138,500",All,-6%
LL18,Sep 2006,Dec 2018,"£119,975","£95,000",Terraced,-21%
LL18,Sep 2006,Dec 2018,"£129,950","£121,250",Semi,-7%
LL19,Sep 2006,Dec 2018,"£84,950","£82,500",Flat,-3%
LL19,Sep 2006,Dec 2018,"£179,950","£259,950",Detached,+44%
LL19,Sep 2006,Dec 2018,"£158,000","£184,950",All,+17%
LL19,Sep 2006,Dec 2018,"£119,950","£115,250",Terraced,-4%
LL19,Sep 2006,Dec 2018,"£139,950","£138,500",Semi,-1%
LL20,Sep 2006,Dec 2018,"£138,000","£129,950",Flat,-6%
LL20,Sep 2006,Dec 2018,"£310,000","£345,000",Detached,+11%
LL20,Sep 2006,Dec 2018,"£245,000","£200,000",All,-18%
LL20,Sep 2006,Dec 2018,"£184,950","£140,000",Terraced,-24%
LL20,Sep 2006,Dec 2018,"£174,950","£157,500",Semi,-10%
LL22,Sep 2006,Dec 2018,"£144,950","£130,000",Flat,-10%
LL22,Sep 2006,Dec 2018,"£190,000","£269,995",Detached,+42%
LL22,Sep 2006,Dec 2018,"£169,500","£179,950",All,+6%
LL22,Sep 2006,Dec 2018,"£124,950","£119,975",Terraced,-4%
LL22,Sep 2006,Dec 2018,"£132,500","£125,000",Semi,-6%
LL21,Sep 2006,Dec 2018,"£200,000",-,Flat,-
LL21,Sep 2006,Dec 2018,"£269,500","£327,500",Detached,+22%
LL21,Sep 2006,Dec 2018,"£257,475","£250,000",All,-3%
LL21,Sep 2006,Dec 2018,"£116,250","£125,000",Terraced,+8%
LL21,Sep 2006,Dec 2018,"£165,000","£154,725",Semi,-6%
LL23,Sep 2006,Dec 2018,-,-,Flat,-
LL23,Sep 2006,Dec 2018,"£295,000","£279,500",Detached,-5%
LL23,Sep 2006,Dec 2018,"£255,000","£184,995",All,-27%
LL23,Sep 2006,Dec 2018,"£186,500","£98,500",Terraced,-47%
LL23,Sep 2006,Dec 2018,"£262,250","£140,000",Semi,-47%
LL24,Sep 2006,Dec 2018,"£239,000",-,Flat,-
LL24,Sep 2006,Dec 2018,"£242,500","£395,000",Detached,+63%
LL24,Sep 2006,Dec 2018,"£239,000","£272,250",All,+14%
LL24,Sep 2006,Dec 2018,"£130,950","£109,950",Terraced,-16%
LL24,Sep 2006,Dec 2018,"£495,000","£222,500",Semi,-55%
LL25,Sep 2006,Dec 2018,-,-,Flat,-
LL25,Sep 2006,Dec 2018,-,"£347,475",Detached,-
LL25,Sep 2006,Dec 2018,"£279,950","£232,250",All,-17%
LL25,Sep 2006,Dec 2018,"£159,950",-,Terraced,-
LL25,Sep 2006,Dec 2018,"£185,000","£165,000",Semi,-11%
LL26,Sep 2006,Dec 2018,-,"£139,950",Flat,-
LL26,Sep 2006,Dec 2018,"£299,000","£365,000",Detached,+22%
LL26,Sep 2006,Dec 2018,"£273,000","£159,950",All,-41%
LL26,Sep 2006,Dec 2018,"£300,000","£126,225",Terraced,-58%
LL26,Sep 2006,Dec 2018,"£195,000","£170,000",Semi,-13%
LL27,Sep 2006,Dec 2018,-,-,Flat,-
LL27,Sep 2006,Dec 2018,"£297,500","£420,000",Detached,+41%
LL27,Sep 2006,Dec 2018,"£340,000","£297,250",All,-13%
LL27,Sep 2006,Dec 2018,"£230,000","£297,250",Terraced,+29%
LL27,Sep 2006,Dec 2018,"£195,000","£190,000",Semi,-3%
LL28,Sep 2006,Dec 2018,"£155,000","£149,950",Flat,-3%
LL28,Sep 2006,Dec 2018,"£249,950","£325,000",Detached,+30%
LL28,Sep 2006,Dec 2018,"£189,950","£208,975",All,+10%
LL28,Sep 2006,Dec 2018,"£149,950","£150,000",Terraced,+0%
LL28,Sep 2006,Dec 2018,"£180,000","£190,000",Semi,+6%
LL29,Sep 2006,Dec 2018,"£110,000","£109,950",Flat,-0%
LL29,Sep 2006,Dec 2018,"£240,000","£282,500",Detached,+18%
LL29,Sep 2006,Dec 2018,"£165,000","£189,500",All,+15%
LL29,Sep 2006,Dec 2018,"£122,500","£121,225",Terraced,-1%
LL29,Sep 2006,Dec 2018,"£159,975","£155,000",Semi,-3%
LL29,Sep 2006,Dec 2018,"£110,000","£109,950",Flat,-0%
LL29,Sep 2006,Dec 2018,"£240,000","£282,500",Detached,+18%
LL29,Sep 2006,Dec 2018,"£165,000","£189,500",All,+15%
LL29,Sep 2006,Dec 2018,"£122,500","£121,225",Terraced,-1%
LL29,Sep 2006,Dec 2018,"£159,975","£155,000",Semi,-3%
LL30,Sep 2006,Dec 2018,"£154,950","£121,500",Flat,-22%
LL30,Sep 2006,Dec 2018,"£245,000","£289,950",Detached,+18%
LL30,Sep 2006,Dec 2018,"£200,000","£184,973",All,-8%
LL30,Sep 2006,Dec 2018,"£162,450","£229,975",Terraced,+42%
LL30,Sep 2006,Dec 2018,"£187,250","£187,475",Semi,+0%
LL31,Sep 2006,Dec 2018,"£239,950","£250,000",Flat,+4%
LL31,Sep 2006,Dec 2018,"£249,500","£270,000",Detached,+8%
LL31,Sep 2006,Dec 2018,"£195,000","£197,500",All,+1%
LL31,Sep 2006,Dec 2018,"£132,500","£132,500",Terraced,0%
LL31,Sep 2006,Dec 2018,"£160,000","£172,475",Semi,+8%
LL32,Sep 2006,Dec 2018,"£169,725","£120,000",Flat,-29%
LL32,Sep 2006,Dec 2018,"£249,950","£349,950",Detached,+40%
LL32,Sep 2006,Dec 2018,"£218,000","£189,950",All,-13%
LL32,Sep 2006,Dec 2018,"£177,475","£199,950",Terraced,+13%
LL32,Sep 2006,Dec 2018,"£184,995","£168,000",Semi,-9%
LL33,Sep 2006,Dec 2018,"£107,500","£160,000",Flat,+49%
LL33,Sep 2006,Dec 2018,"£225,000","£310,000",Detached,+38%
LL33,Sep 2006,Dec 2018,"£169,950","£169,950",All,0%
LL33,Sep 2006,Dec 2018,"£119,500","£112,500",Terraced,-6%
LL33,Sep 2006,Dec 2018,"£174,725","£195,000",Semi,+12%
LL34,Sep 2006,Dec 2018,"£113,950","£30,000",Flat,-74%
LL34,Sep 2006,Dec 2018,"£240,000","£375,000",Detached,+56%
LL34,Sep 2006,Dec 2018,"£158,475","£170,000",All,+7%
LL34,Sep 2006,Dec 2018,"£140,750","£111,225",Terraced,-21%
LL34,Sep 2006,Dec 2018,"£165,000","£159,950",Semi,-3%
LL35,Sep 2006,Dec 2018,-,"£205,000",Flat,-
LL35,Sep 2006,Dec 2018,"£237,000","£695,000",Detached,+193%
LL35,Sep 2006,Dec 2018,"£195,000","£260,000",All,+33%
LL35,Sep 2006,Dec 2018,"£312,500","£290,000",Terraced,-7%
LL35,Sep 2006,Dec 2018,-,"£210,000",Semi,-
LL37,Sep 2006,Dec 2018,-,-,Flat,-
LL37,Sep 2006,Dec 2018,"£646,750","£252,500",Detached,-61%
LL37,Sep 2006,Dec 2018,"£395,000","£197,475",All,-50%
LL37,Sep 2006,Dec 2018,"£165,000","£190,000",Terraced,+15%
LL37,Sep 2006,Dec 2018,"£555,000","£142,500",Semi,-74%
LL36,Sep 2006,Dec 2018,"£92,498","£83,750",Flat,-9%
LL36,Sep 2006,Dec 2018,"£237,500","£239,250",Detached,+1%
LL36,Sep 2006,Dec 2018,"£189,950","£189,000",All,-1%
LL36,Sep 2006,Dec 2018,"£149,975","£167,500",Terraced,+12%
LL36,Sep 2006,Dec 2018,"£165,000","£145,000",Semi,-12%
LL38,Sep 2006,Dec 2018,"£85,000","£79,950",Flat,-6%
LL38,Sep 2006,Dec 2018,"£175,000","£149,475",Detached,-15%
LL38,Sep 2006,Dec 2018,"£160,000","£137,000",All,-14%
LL38,Sep 2006,Dec 2018,"£160,000","£126,250",Terraced,-21%
LL38,Sep 2006,Dec 2018,-,"£88,000",Semi,-
LL39,Sep 2006,Dec 2018,-,-,Flat,-
LL39,Sep 2006,Dec 2018,-,"£435,000",Detached,-
LL39,Sep 2006,Dec 2018,"£240,000","£344,000",All,+43%
LL39,Sep 2006,Dec 2018,"£185,000",-,Terraced,-
LL39,Sep 2006,Dec 2018,-,"£136,475",Semi,-
LL40,Sep 2006,Dec 2018,"£120,000","£81,000",Flat,-33%
LL40,Sep 2006,Dec 2018,"£350,000","£262,500",Detached,-25%
LL40,Sep 2006,Dec 2018,"£170,000","£194,975",All,+15%
LL40,Sep 2006,Dec 2018,"£135,000","£160,000",Terraced,+19%
LL40,Sep 2006,Dec 2018,"£125,000","£150,000",Semi,+20%
LL41,Sep 2006,Dec 2018,-,-,Flat,-
LL41,Sep 2006,Dec 2018,"£150,000","£244,500",Detached,+63%
LL41,Sep 2006,Dec 2018,"£96,500","£104,995",All,+9%
LL41,Sep 2006,Dec 2018,"£89,950","£86,000",Terraced,-4%
LL41,Sep 2006,Dec 2018,"£110,000","£99,999",Semi,-9%
LL42,Sep 2006,Dec 2018,"£159,475","£167,389",Flat,+5%
LL42,Sep 2006,Dec 2018,"£295,000","£496,250",Detached,+68%
LL42,Sep 2006,Dec 2018,"£197,475","£199,750",All,+1%
LL42,Sep 2006,Dec 2018,"£190,000","£199,500",Terraced,+5%
LL42,Sep 2006,Dec 2018,"£182,500","£247,500",Semi,+36%
LL43,Sep 2006,Dec 2018,-,-,Flat,-
LL43,Sep 2006,Dec 2018,"£277,500","£183,975",Detached,-34%
LL43,Sep 2006,Dec 2018,"£277,500","£162,000",All,-42%
LL43,Sep 2006,Dec 2018,-,-,Terraced,-
LL43,Sep 2006,Dec 2018,-,-,Semi,-
LL44,Sep 2006,Dec 2018,-,-,Flat,-
LL44,Sep 2006,Dec 2018,"£211,500","£329,950",Detached,+56%
LL44,Sep 2006,Dec 2018,"£170,000","£169,950",All,-0%
LL44,Sep 2006,Dec 2018,"£134,000",-,Terraced,-
LL44,Sep 2006,Dec 2018,"£159,900",-,Semi,-
LL45,Sep 2006,Dec 2018,-,-,Flat,-
